Id,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006Ka9AIAS,Development,Quality Assurance,Cat1,TypeA,10,72.23
a00P0000006Ka9BIAS,Marketing,ABM,Cat1,TypeB,3,81.26
a00P0000006Ka9CIAS,Support,Tier 2,Cat1,TypeB,2,10.86
a00P0000006Ka9DIAS,Marketing,ABM,Cat2,TypeB,9,62.13
a00P0000006Ka9EIAS,Support,Tier 1,Cat2,TypeA,3,55.7
a00P0000006Ka9FIAS,Operations,Human Resources,Cat2,TypeA,3,62.47
a00P0000006Ka9GIAS,Operations,Performance Management,Cat1,TypeA,4,46.67
a00P0000006Ka9HIAS,Operations,Performance Management,Cat3,TypeC,1,44.8
a00P0000006Ka9IIAS,Sales,Sales Engineering,Cat2,TypeA,3,52.31
a00P0000006Ka9JIAS,Development,Coding,Cat1,TypeA,10,55.25
a00P0000006Ka9KIAS,Operations,Performance Management,Cat1,TypeB,3,63.51
a00P0000006Ka9LIAS,Operations,Performance Management,Cat3,TypeC,2,17.36
a00P0000006Ka9MIAS,Sales,Sales Engineering,Cat1,TypeA,1,2.95
a00P0000006Ka9NIAS,Marketing,ABM,Cat1,TypeC,9,99.68
a00P0000006Ka9OIAS,Operations,Human Resources,Cat1,TypeC,7,57.04
a00P0000006Ka9PIAS,Development,Coding,Cat2,TypeB,3,36.11
a00P0000006Ka9QIAS,Development,Coding,Cat1,TypeA,8,72.65
a00P0000006Ka9RIAS,Marketing,ABM,Cat1,TypeB,6,65.73
a00P0000006Ka9SIAS,Sales,Sales Engineering,Cat3,TypeA,5,15.36
a00P0000006Ka9TIAS,Sales,Pre Sales,Cat3,TypeB,8,1.72
a00P0000006Ka9UIAS,Support,Tier 3,Cat3,TypeB,3,78.28
a00P0000006Ka9VIAS,Support,Tier 2,Cat1,TypeB,10,86.11
a00P0000006Ka9WIAS,Development,Quality Assurance,Cat2,TypeB,8,6.72
a00P0000006Ka9XIAS,Sales,Sales Engineering,Cat2,TypeB,2,80.12
a00P0000006Ka9YIAS,Sales,Pre Sales,Cat1,TypeC,3,75.24
a00P0000006Ka9ZIAS,Support,Tier 2,Cat1,TypeC,5,8.77
a00P0000006Ka9aIAC,Sales,Sales Engineering,Cat2,TypeB,1,76.45
a00P0000006Ka9bIAC,Support,Tier 2,Cat2,TypeA,9,79.26
a00P0000006Ka9cIAC,Marketing,ABM,Cat2,TypeC,8,87.95
a00P0000006Ka9dIAC,Development,Quality Assurance,Cat1,TypeA,5,55.05
a00P0000006Ka9eIAC,Development,Quality Assurance,Cat2,TypeC,4,98.65
a00P0000006Ka9fIAC,Development,Coding,Cat3,TypeB,4,87.7
a00P0000006Ka9gIAC,Sales,Sales Engineering,Cat3,TypeB,2,77.77
a00P0000006Ka9hIAC,Sales,Sales Engineering,Cat3,TypeC,9,43.25
a00P0000006Ka9iIAC,Operations,Human Resources,Cat1,TypeA,2,25.94
a00P0000006Ka9jIAC,Development,Coding,Cat2,TypeA,3,3.37
a00P0000006Ka9kIAC,Support,Tier 1,Cat1,TypeA,9,76.75
a00P0000006Ka9lIAC,Sales,Pre Sales,Cat1,TypeA,10,22.21
a00P0000006Ka9mIAC,Support,Tier 1,Cat2,TypeA,5,64.25
a00P0000006Ka9nIAC,Marketing,ABM,Cat2,TypeC,1,16.29
a00P0000006Ka9oIAC,Support,Tier 3,Cat3,TypeB,10,28.21
a00P0000006Ka9pIAC,Support,Tier 3,Cat3,TypeB,7,75.44
a00P0000006Ka9qIAC,Development,Quality Assurance,Cat2,TypeA,8,32.27
a00P0000006Ka9rIAC,Development,Coding,Cat1,TypeB,1,30.48
a00P0000006Ka9sIAC,Operations,Human Resources,Cat1,TypeA,2,59.43
a00P0000006Ka9tIAC,Operations,Performance Management,Cat1,TypeC,4,10.66
a00P0000006Ka9uIAC,Operations,Human Resources,Cat3,TypeB,7,88.43
a00P0000006Ka9vIAC,Operations,Performance Management,Cat1,TypeA,3,79.47
a00P0000006Ka9wIAC,Marketing,ABM,Cat1,TypeA,7,11.94
a00P0000006Ka9xIAC,Sales,Pre Sales,Cat1,TypeC,8,93.21
a00P0000006Ka9yIAC,Sales,Pre Sales,Cat3,TypeA,8,12.91
a00P0000006Ka9zIAC,Operations,Performance Management,Cat3,TypeB,6,43.21
a00P0000006KaA0IAK,Operations,Human Resources,Cat3,TypeB,8,23.22
a00P0000006KaA1IAK,Sales,Sales Engineering,Cat3,TypeB,10,86.59
a00P0000006KaA2IAK,Marketing,ABM,Cat2,TypeA,3,70.26
a00P0000006KaA3IAK,Operations,Human Resources,Cat2,TypeB,2,72.43
a00P0000006KaA4IAK,Sales,Sales Engineering,Cat1,TypeB,8,79.47
a00P0000006KaA5IAK,Operations,Human Resources,Cat3,TypeB,6,86.39
a00P0000006KaA6IAK,Marketing,ABM,Cat2,TypeC,1,4.86
a00P0000006KaA7IAK,Support,Tier 2,Cat2,TypeC,9,44.16
a00P0000006KaA8IAK,Marketing,ABM,Cat1,TypeA,9,13.91
a00P0000006KaA9IAK,Support,Tier 1,Cat3,TypeB,6,35.79
a00P0000006KaAAIA0,Operations,Performance Management,Cat1,TypeC,5,78.86
a00P0000006KaABIA0,Operations,Performance Management,Cat3,TypeC,3,48.51
a00P0000006KaACIA0,Marketing,ABM,Cat3,TypeB,8,33.98
a00P0000006KaADIA0,Operations,Performance Management,Cat1,TypeC,3,47.27
a00P0000006KaAEIA0,Marketing,ABM,Cat3,TypeA,10,2.29
a00P0000006KaAFIA0,Sales,Pre Sales,Cat3,TypeB,8,85.03
a00P0000006KaAGIA0,Marketing,ABM,Cat3,TypeC,4,82
a00P0000006KaAHIA0,Sales,Pre Sales,Cat3,TypeA,1,53.45
a00P0000006KaAIIA0,Operations,Human Resources,Cat1,TypeC,6,90.73
a00P0000006KaAJIA0,Support,Tier 3,Cat2,TypeB,5,67.73
a00P0000006KaAKIA0,Development,Coding,Cat2,TypeC,3,34.67
a00P0000006KaALIA0,Support,Tier 2,Cat2,TypeC,9,64.9
a00P0000006KaAMIA0,Support,Tier 2,Cat2,TypeB,1,55.58
a00P0000006KaANIA0,Operations,Performance Management,Cat2,TypeA,8,15.84
a00P0000006KaAOIA0,Support,Tier 2,Cat2,TypeB,4,58.25
a00P0000006KaAPIA0,Operations,Human Resources,Cat2,TypeC,9,64.01
a00P0000006KaAQIA0,Support,Tier 3,Cat2,TypeC,9,88.12
a00P0000006KaARIA0,Sales,Pre Sales,Cat2,TypeB,6,59.61
a00P0000006KaASIA0,Development,Coding,Cat2,TypeA,5,22.91
a00P0000006KaATIA0,Operations,Human Resources,Cat3,TypeC,7,79.11
a00P0000006KaAUIA0,Development,Coding,Cat1,TypeA,6,80.1
a00P0000006KaAVIA0,Marketing,ABM,Cat3,TypeC,10,57.91
a00P0000006KaAWIA0,Operations,Human Resources,Cat3,TypeA,8,88.73
a00P0000006KaAXIA0,Marketing,ABM,Cat3,TypeC,8,62.03
a00P0000006KaAYIA0,Support,Tier 2,Cat3,TypeB,3,57.58
a00P0000006KaAZIA0,Development,Quality Assurance,Cat1,TypeA,9,78.31
a00P0000006KaAaIAK,Support,Tier 1,Cat1,TypeC,1,5.78
a00P0000006KaAbIAK,Operations,Human Resources,Cat3,TypeA,8,19.45
a00P0000006KaAcIAK,Sales,Sales Engineering,Cat2,TypeB,8,49.06
a00P0000006KaAdIAK,Development,Coding,Cat2,TypeC,7,53.31
a00P0000006KaAeIAK,Sales,Sales Engineering,Cat2,TypeA,1,36.42
a00P0000006KaAfIAK,Sales,Pre Sales,Cat1,TypeA,6,92.9
a00P0000006KaAgIAK,Support,Tier 2,Cat1,TypeA,7,10.19
a00P0000006KaAhIAK,Development,Quality Assurance,Cat3,TypeC,9,24.03
a00P0000006KaAiIAK,Operations,Performance Management,Cat2,TypeC,3,46.95
a00P0000006KaAjIAK,Sales,Sales Engineering,Cat2,TypeB,10,97.21
a00P0000006KaAkIAK,Marketing,ABM,Cat2,TypeC,7,49.49
a00P0000006KaAlIAK,Development,Quality Assurance,Cat3,TypeC,4,68.25
a00P0000006KaAmIAK,Support,Tier 1,Cat3,TypeB,8,20.43
a00P0000006KaAnIAK,Development,Quality Assurance,Cat2,TypeC,9,14.98
a00P0000006KaAoIAK,Operations,Human Resources,Cat1,TypeA,5,89.43
a00P0000006KaApIAK,Development,Quality Assurance,Cat3,TypeC,1,72.35
a00P0000006KaAqIAK,Sales,Pre Sales,Cat3,TypeA,9,9.56
a00P0000006KaArIAK,Development,Coding,Cat1,TypeC,2,86.44
a00P0000006KaAsIAK,Operations,Performance Management,Cat2,TypeA,2,28.29
a00P0000006KaAtIAK,Operations,Human Resources,Cat1,TypeB,7,79.47
a00P0000006KaAuIAK,Development,Coding,Cat2,TypeB,3,81.88
a00P0000006KaAvIAK,Marketing,ABM,Cat3,TypeB,3,51.92
a00P0000006KaAwIAK,Support,Tier 2,Cat3,TypeC,5,75.28
a00P0000006KaAxIAK,Operations,Human Resources,Cat2,TypeA,5,86.95
a00P0000006KaAyIAK,Operations,Human Resources,Cat2,TypeC,3,39.93
a00P0000006KaAzIAK,Development,Coding,Cat3,TypeA,1,70.03
a00P0000006KaB0IAK,Operations,Human Resources,Cat3,TypeB,4,98.64
a00P0000006KaB1IAK,Support,Tier 2,Cat3,TypeB,4,15.46
a00P0000006KaB2IAK,Operations,Performance Management,Cat1,TypeB,6,9.06
a00P0000006KaB3IAK,Development,Coding,Cat1,TypeA,2,40.49
a00P0000006KaB4IAK,Development,Coding,Cat3,TypeA,9,2.52
a00P0000006KaB5IAK,Marketing,ABM,Cat2,TypeB,4,52.02
a00P0000006KaB6IAK,Marketing,ABM,Cat3,TypeA,4,34.75
a00P0000006KaB7IAK,Marketing,ABM,Cat3,TypeC,1,67
a00P0000006KaB8IAK,Marketing,ABM,Cat1,TypeA,1,95.61
a00P0000006KaB9IAK,Development,Quality Assurance,Cat2,TypeC,4,42.21
a00P0000006KaBAIA0,Sales,Pre Sales,Cat3,TypeC,7,93.4
a00P0000006KaBBIA0,Support,Tier 3,Cat2,TypeC,3,50.56
a00P0000006KaBCIA0,Development,Quality Assurance,Cat1,TypeA,2,10.92
a00P0000006KaBDIA0,Operations,Human Resources,Cat2,TypeB,6,6.85
a00P0000006KaBEIA0,Marketing,ABM,Cat1,TypeC,7,71.82
a00P0000006KaBFIA0,Sales,Pre Sales,Cat2,TypeA,1,25.21
a00P0000006KaBGIA0,Marketing,ABM,Cat2,TypeB,7,37
a00P0000006KaBHIA0,Development,Coding,Cat3,TypeA,8,59.49
a00P0000006KaBIIA0,Support,Tier 3,Cat3,TypeA,9,99.57
a00P0000006KaBJIA0,Operations,Human Resources,Cat1,TypeC,4,93.77
a00P0000006KaBKIA0,Sales,Pre Sales,Cat2,TypeB,10,60.63
a00P0000006KaBLIA0,Marketing,ABM,Cat2,TypeB,1,73.75
a00P0000006KaBMIA0,Sales,Pre Sales,Cat2,TypeA,7,93.3
a00P0000006KaBNIA0,Development,Quality Assurance,Cat2,TypeC,9,34.64
a00P0000006KaBOIA0,Marketing,ABM,Cat2,TypeB,2,57.64
a00P0000006KaBPIA0,Marketing,ABM,Cat1,TypeB,8,19.45
a00P0000006KaBQIA0,Sales,Sales Engineering,Cat3,TypeC,5,14.45
a00P0000006KaBRIA0,Development,Quality Assurance,Cat2,TypeA,6,28.26
a00P0000006KaBSIA0,Support,Tier 3,Cat1,TypeA,4,94.48
a00P0000006KaBTIA0,Operations,Performance Management,Cat3,TypeC,9,96.21
a00P0000006KaBUIA0,Marketing,ABM,Cat3,TypeB,9,99.8
a00P0000006KaBVIA0,Development,Quality Assurance,Cat3,TypeB,6,8.84
a00P0000006KaBWIA0,Operations,Performance Management,Cat2,TypeB,10,6.94
a00P0000006KaBXIA0,Operations,Performance Management,Cat1,TypeB,10,45.66
a00P0000006KaBYIA0,Support,Tier 2,Cat2,TypeB,3,62.53
a00P0000006KaBZIA0,Marketing,ABM,Cat2,TypeA,6,41.76
a00P0000006KaBaIAK,Sales,Sales Engineering,Cat2,TypeC,10,17.52
a00P0000006KaBbIAK,Development,Quality Assurance,Cat2,TypeB,7,47.59
a00P0000006KaBcIAK,Support,Tier 3,Cat2,TypeB,7,78.19
a00P0000006KaBdIAK,Operations,Human Resources,Cat2,TypeA,1,52.72
a00P0000006KaBeIAK,Support,Tier 3,Cat2,TypeA,10,12.88
a00P0000006KaBfIAK,Sales,Sales Engineering,Cat1,TypeB,6,42.95
a00P0000006KaBgIAK,Operations,Performance Management,Cat2,TypeA,10,66.58
a00P0000006KaBhIAK,Sales,Sales Engineering,Cat2,TypeC,7,12.55
a00P0000006KaBiIAK,Support,Tier 3,Cat1,TypeB,5,16.8
a00P0000006KaBjIAK,Marketing,ABM,Cat1,TypeA,1,15.54
a00P0000006KaBkIAK,Sales,Sales Engineering,Cat3,TypeC,9,39.9
a00P0000006KaBlIAK,Sales,Pre Sales,Cat2,TypeA,4,92.1
a00P0000006KaBmIAK,Operations,Human Resources,Cat2,TypeB,8,20.25
a00P0000006KaBnIAK,Operations,Performance Management,Cat3,TypeC,3,83.26
a00P0000006KaBoIAK,Support,Tier 1,Cat3,TypeA,4,43.27
a00P0000006KaBpIAK,Marketing,ABM,Cat1,TypeB,1,34.23
a00P0000006KaBqIAK,Development,Coding,Cat1,TypeC,2,9.79
a00P0000006KaBrIAK,Operations,Performance Management,Cat1,TypeC,6,85.78
a00P0000006KaBsIAK,Operations,Performance Management,Cat1,TypeC,3,49.9
a00P0000006KaBtIAK,Development,Quality Assurance,Cat1,TypeA,10,92.63
a00P0000006KaBuIAK,Sales,Sales Engineering,Cat3,TypeA,3,27.73
a00P0000006KaBvIAK,Support,Tier 3,Cat1,TypeC,8,9.56
a00P0000006KaBwIAK,Development,Coding,Cat1,TypeA,8,18.59
a00P0000006KaBxIAK,Development,Quality Assurance,Cat3,TypeA,1,60.78
a00P0000006KaByIAK,Support,Tier 3,Cat3,TypeB,5,48.36
a00P0000006KaBzIAK,Operations,Performance Management,Cat2,TypeC,3,1.07
a00P0000006KaC0IAK,Support,Tier 3,Cat2,TypeB,1,36.33
a00P0000006KaC1IAK,Development,Coding,Cat1,TypeB,5,97.77
a00P0000006KaC2IAK,Support,Tier 2,Cat3,TypeA,10,52.2
a00P0000006KaC3IAK,Operations,Human Resources,Cat1,TypeC,5,86.48
a00P0000006KaC4IAK,Sales,Sales Engineering,Cat3,TypeB,4,34.82
a00P0000006KaC5IAK,Development,Quality Assurance,Cat1,TypeB,10,66.76
a00P0000006KaC6IAK,Sales,Sales Engineering,Cat2,TypeA,5,1.28
a00P0000006KaC7IAK,Marketing,ABM,Cat2,TypeA,7,49.32
a00P0000006KaC8IAK,Marketing,ABM,Cat1,TypeB,9,22.49
a00P0000006KaC9IAK,Development,Coding,Cat1,TypeC,5,89.4
a00P0000006KaCAIA0,Operations,Human Resources,Cat1,TypeC,4,99.25
a00P0000006KaCBIA0,Operations,Performance Management,Cat1,TypeC,8,2.28
a00P0000006KaCCIA0,Marketing,ABM,Cat3,TypeB,2,74.87
a00P0000006KaCDIA0,Support,Tier 3,Cat2,TypeA,5,55.58
a00P0000006KaCEIA0,Development,Quality Assurance,Cat1,TypeB,9,80.89
a00P0000006KaCFIA0,Marketing,ABM,Cat3,TypeC,2,44.26
a00P0000006KaCGIA0,Operations,Human Resources,Cat3,TypeB,10,32.11
a00P0000006KaCHIA0,Development,Coding,Cat2,TypeA,6,88.47
a00P0000006KaCIIA0,Operations,Performance Management,Cat2,TypeA,10,48.93
a00P0000006KaCJIA0,Sales,Pre Sales,Cat2,TypeB,5,7.21
a00P0000006KaCKIA0,Support,Tier 2,Cat1,TypeC,6,71.54
a00P0000006KaCLIA0,Operations,Performance Management,Cat2,TypeA,6,34.26
a00P0000006KaCMIA0,Operations,Human Resources,Cat3,TypeC,7,55.69
a00P0000006KaCNIA0,Marketing,ABM,Cat2,TypeA,1,13.12
a00P0000006KaCOIA0,Sales,Sales Engineering,Cat1,TypeA,4,69
a00P0000006KaCPIA0,Support,Tier 3,Cat2,TypeA,8,6
a00P0000006KaCQIA0,Marketing,ABM,Cat3,TypeC,3,54.29
a00P0000006KaCRIA0,Operations,Human Resources,Cat3,TypeB,3,16.24
a00P0000006KaCSIA0,Sales,Sales Engineering,Cat1,TypeC,2,21.6
a00P0000006KaCTIA0,Support,Tier 3,Cat1,TypeA,7,29.74
a00P0000006KaCUIA0,Sales,Sales Engineering,Cat2,TypeB,2,49.45
a00P0000006KaCVIA0,Operations,Performance Management,Cat2,TypeB,9,44.43
a00P0000006KaCWIA0,Marketing,ABM,Cat3,TypeC,3,44.18
a00P0000006KaCXIA0,Support,Tier 3,Cat3,TypeC,8,35.87
a00P0000006KaCYIA0,Support,Tier 2,Cat1,TypeC,8,67.03
a00P0000006KaCZIA0,Operations,Human Resources,Cat3,TypeB,2,3.93
a00P0000006KaCaIAK,Sales,Sales Engineering,Cat1,TypeC,5,48.32
a00P0000006KaCbIAK,Support,Tier 1,Cat3,TypeA,3,84.59
a00P0000006KaCcIAK,Marketing,ABM,Cat3,TypeB,9,97.99
a00P0000006KaCdIAK,Operations,Performance Management,Cat3,TypeB,10,5.26
a00P0000006KaCeIAK,Sales,Sales Engineering,Cat2,TypeA,7,16.05
a00P0000006KaCfIAK,Sales,Sales Engineering,Cat1,TypeB,5,45.48
a00P0000006KaCgIAK,Marketing,ABM,Cat3,TypeC,7,56.94
a00P0000006KaChIAK,Support,Tier 3,Cat2,TypeB,5,90.37
a00P0000006KaCiIAK,Support,Tier 3,Cat1,TypeC,4,1.5
a00P0000006KaCjIAK,Operations,Human Resources,Cat1,TypeC,1,25.67
a00P0000006KaCkIAK,Marketing,ABM,Cat2,TypeB,6,59.73
a00P0000006KaClIAK,Operations,Human Resources,Cat3,TypeA,1,17.02
a00P0000006KaCmIAK,Operations,Human Resources,Cat3,TypeB,2,18.44
a00P0000006KaCnIAK,Development,Quality Assurance,Cat1,TypeC,9,87.82
a00P0000006KaCoIAK,Marketing,ABM,Cat2,TypeC,2,94.96
a00P0000006KaCpIAK,Marketing,ABM,Cat2,TypeB,1,19.71
a00P0000006KaCqIAK,Support,Tier 3,Cat2,TypeA,1,95.01
a00P0000006KaCrIAK,Sales,Pre Sales,Cat2,TypeA,5,87.8
a00P0000006KaCsIAK,Marketing,ABM,Cat3,TypeA,5,63.51
a00P0000006KaCtIAK,Sales,Pre Sales,Cat1,TypeA,2,18.35
a00P0000006KaCuIAK,Operations,Human Resources,Cat1,TypeB,9,83.99
a00P0000006KaCvIAK,Support,Tier 2,Cat3,TypeB,1,18.3
a00P0000006KaCwIAK,Development,Quality Assurance,Cat1,TypeB,6,54.02
a00P0000006KaCxIAK,Marketing,ABM,Cat2,TypeB,8,25.93
a00P0000006KaCyIAK,Marketing,ABM,Cat3,TypeC,8,42.96
a00P0000006KaCzIAK,Marketing,ABM,Cat3,TypeB,1,90.21
a00P0000006KaD0IAK,Operations,Performance Management,Cat2,TypeB,9,45.35
a00P0000006KaD1IAK,Support,Tier 2,Cat3,TypeA,4,6.94
a00P0000006KaD2IAK,Marketing,ABM,Cat1,TypeB,9,93.84
a00P0000006KaD3IAK,Support,Tier 2,Cat2,TypeC,2,44.36
a00P0000006KaD4IAK,Support,Tier 3,Cat1,TypeC,10,3.46
a00P0000006KaD5IAK,Development,Coding,Cat2,TypeB,4,37.26
a00P0000006KaD6IAK,Sales,Pre Sales,Cat2,TypeC,5,4.49
a00P0000006KaD7IAK,Support,Tier 1,Cat2,TypeC,9,82.62
a00P0000006KaD8IAK,Operations,Performance Management,Cat2,TypeC,4,86.61
a00P0000006KaD9IAK,Marketing,ABM,Cat3,TypeC,7,17.53
a00P0000006KaDAIA0,Operations,Performance Management,Cat1,TypeC,3,43.15
a00P0000006KaDBIA0,Sales,Pre Sales,Cat3,TypeA,6,25.97
a00P0000006KaDCIA0,Support,Tier 1,Cat3,TypeA,4,65.5
a00P0000006KaDDIA0,Marketing,ABM,Cat2,TypeB,4,37.48
a00P0000006KaDEIA0,Marketing,ABM,Cat3,TypeA,8,60.68
a00P0000006KaDFIA0,Development,Coding,Cat1,TypeC,10,94.95
a00P0000006KaDGIA0,Operations,Human Resources,Cat1,TypeB,4,66.25
a00P0000006KaDHIA0,Marketing,ABM,Cat3,TypeB,10,90.68
a00P0000006KaDIIA0,Sales,Sales Engineering,Cat3,TypeC,5,68.33
a00P0000006KaDJIA0,Support,Tier 1,Cat1,TypeB,9,64.18
a00P0000006KaDKIA0,Operations,Performance Management,Cat1,TypeA,10,51.74
a00P0000006KaDLIA0,Support,Tier 3,Cat1,TypeC,6,44.91
a00P0000006KaDMIA0,Sales,Pre Sales,Cat3,TypeC,2,52.41
a00P0000006KaDNIA0,Sales,Sales Engineering,Cat2,TypeC,6,10.76
a00P0000006KaDOIA0,Support,Tier 1,Cat3,TypeB,3,28.96
a00P0000006KaDPIA0,Marketing,ABM,Cat3,TypeB,4,49.6
a00P0000006KaDQIA0,Support,Tier 3,Cat3,TypeB,3,46.87
a00P0000006KaDRIA0,Development,Quality Assurance,Cat3,TypeA,9,4.11
a00P0000006KaDSIA0,Marketing,ABM,Cat1,TypeC,7,34.35
a00P0000006KaDTIA0,Marketing,ABM,Cat1,TypeA,2,35.31
a00P0000006KaDUIA0,Development,Coding,Cat2,TypeA,9,51.67
a00P0000006KaDVIA0,Sales,Pre Sales,Cat3,TypeA,9,48.48
a00P0000006KaDWIA0,Support,Tier 3,Cat3,TypeB,7,3.4
a00P0000006KaDXIA0,Development,Quality Assurance,Cat3,TypeC,9,65.56
a00P0000006KaDYIA0,Sales,Pre Sales,Cat1,TypeC,2,95.62
a00P0000006KaDZIA0,Marketing,ABM,Cat2,TypeC,8,23.41
a00P0000006KaDaIAK,Sales,Pre Sales,Cat3,TypeA,1,75.51
a00P0000006KaDbIAK,Marketing,ABM,Cat2,TypeA,7,20.93
a00P0000006KaDcIAK,Sales,Sales Engineering,Cat1,TypeA,2,46.02
a00P0000006KaDdIAK,Development,Coding,Cat1,TypeB,7,85.91
a00P0000006KaDeIAK,Sales,Pre Sales,Cat2,TypeA,10,75.48
a00P0000006KaDfIAK,Development,Coding,Cat3,TypeB,3,91.63
a00P0000006KaDgIAK,Development,Quality Assurance,Cat3,TypeA,3,35.58
a00P0000006KaDhIAK,Operations,Performance Management,Cat2,TypeB,3,32.49
a00P0000006KaDiIAK,Development,Quality Assurance,Cat3,TypeB,10,51.09
a00P0000006KaDjIAK,Sales,Sales Engineering,Cat3,TypeB,4,88.88
a00P0000006KaDkIAK,Development,Coding,Cat3,TypeC,9,96.05
a00P0000006KaDlIAK,Support,Tier 2,Cat2,TypeA,3,73.11
a00P0000006KaDmIAK,Sales,Pre Sales,Cat3,TypeA,8,43.46
a00P0000006KaDnIAK,Marketing,ABM,Cat2,TypeA,10,86.85
a00P0000006KaDoIAK,Support,Tier 1,Cat1,TypeB,8,51.26
a00P0000006KaDpIAK,Sales,Sales Engineering,Cat1,TypeA,10,8.64
a00P0000006KaDqIAK,Support,Tier 1,Cat3,TypeA,9,77.15
a00P0000006KaDrIAK,Marketing,ABM,Cat3,TypeB,1,85.78
a00P0000006KaDsIAK,Support,Tier 1,Cat2,TypeB,8,98.01
a00P0000006KaDtIAK,Support,Tier 3,Cat2,TypeA,5,28.59
a00P0000006KaDuIAK,Operations,Human Resources,Cat2,TypeB,2,2.61
a00P0000006KaDvIAK,Operations,Human Resources,Cat3,TypeC,5,13.71
a00P0000006KaDwIAK,Support,Tier 2,Cat2,TypeB,7,78.88
a00P0000006KaDxIAK,Sales,Pre Sales,Cat2,TypeA,2,97.74
a00P0000006KaDyIAK,Marketing,ABM,Cat3,TypeA,8,74.66
a00P0000006KaDzIAK,Development,Quality Assurance,Cat1,TypeA,1,13.07
a00P0000006KaE0IAK,Marketing,ABM,Cat2,TypeB,10,55.94
a00P0000006KaE1IAK,Development,Coding,Cat3,TypeA,4,28.87
a00P0000006KaE2IAK,Operations,Human Resources,Cat2,TypeA,7,58.79
a00P0000006KaE3IAK,Development,Quality Assurance,Cat2,TypeB,7,39.47
a00P0000006KaE4IAK,Operations,Human Resources,Cat1,TypeC,8,83.85
a00P0000006KaE5IAK,Sales,Pre Sales,Cat1,TypeA,5,93.11
a00P0000006KaE6IAK,Marketing,ABM,Cat1,TypeA,9,31.59
a00P0000006KaE7IAK,Sales,Pre Sales,Cat2,TypeA,9,62.41
a00P0000006KaE8IAK,Development,Quality Assurance,Cat3,TypeC,3,62.89
a00P0000006KaE9IAK,Marketing,ABM,Cat1,TypeC,1,14.61
a00P0000006KaEAIA0,Development,Quality Assurance,Cat2,TypeC,8,77.37
a00P0000006KaEBIA0,Support,Tier 3,Cat3,TypeB,2,8.3
a00P0000006KaECIA0,Development,Quality Assurance,Cat2,TypeC,2,53.91
a00P0000006KaEDIA0,Operations,Human Resources,Cat1,TypeA,8,23.34
a00P0000006KaEEIA0,Support,Tier 3,Cat3,TypeB,9,40.52
a00P0000006KaEFIA0,Development,Quality Assurance,Cat3,TypeA,4,4.21
a00P0000006KaEGIA0,Operations,Human Resources,Cat1,TypeB,8,28.6
a00P0000006KaEHIA0,Sales,Sales Engineering,Cat3,TypeC,6,66.38
a00P0000006KaEIIA0,Sales,Sales Engineering,Cat1,TypeB,10,15.19
a00P0000006KaEJIA0,Support,Tier 2,Cat3,TypeB,1,29.01
a00P0000006KaEKIA0,Marketing,ABM,Cat3,TypeA,4,90.75
a00P0000006KaELIA0,Marketing,ABM,Cat2,TypeA,1,17.02
a00P0000006KaEMIA0,Marketing,ABM,Cat1,TypeB,10,82.97
a00P0000006KaENIA0,Operations,Human Resources,Cat1,TypeB,3,78.22
a00P0000006KaEOIA0,Sales,Pre Sales,Cat2,TypeB,6,12.19
a00P0000006KaEPIA0,Operations,Human Resources,Cat2,TypeB,8,49.36
a00P0000006KaEQIA0,Sales,Pre Sales,Cat2,TypeB,2,72.14
a00P0000006KaERIA0,Sales,Sales Engineering,Cat3,TypeC,4,57.93
a00P0000006KaESIA0,Sales,Pre Sales,Cat1,TypeC,1,19.16
a00P0000006KaETIA0,Development,Coding,Cat2,TypeA,1,76.96
a00P0000006KaEUIA0,Sales,Sales Engineering,Cat1,TypeC,1,51.28
a00P0000006KaEVIA0,Operations,Human Resources,Cat1,TypeA,9,39.46
a00P0000006KaEWIA0,Development,Quality Assurance,Cat3,TypeB,7,24.26
a00P0000006KaEXIA0,Development,Quality Assurance,Cat1,TypeA,10,70.75
a00P0000006KaEYIA0,Marketing,ABM,Cat2,TypeC,5,74.12
a00P0000006KaEZIA0,Support,Tier 1,Cat3,TypeB,8,59.2
a00P0000006KaEaIAK,Operations,Performance Management,Cat3,TypeB,1,10.45
a00P0000006KaEbIAK,Operations,Performance Management,Cat1,TypeC,9,56.38
a00P0000006KaEcIAK,Operations,Performance Management,Cat2,TypeA,8,97.43
a00P0000006KaEdIAK,Operations,Human Resources,Cat2,TypeC,8,1.45
a00P0000006KaEeIAK,Development,Quality Assurance,Cat1,TypeA,2,38.69
a00P0000006KaEfIAK,Development,Coding,Cat2,TypeB,4,88.82
a00P0000006KaEgIAK,Sales,Pre Sales,Cat3,TypeC,5,31.65
a00P0000006KaEhIAK,Marketing,ABM,Cat3,TypeA,6,69.25
a00P0000006KaEiIAK,Operations,Human Resources,Cat2,TypeA,4,30.21
a00P0000006KaEjIAK,Operations,Performance Management,Cat1,TypeC,3,7.96
a00P0000006KaEkIAK,Operations,Performance Management,Cat1,TypeC,3,55.01
a00P0000006KaElIAK,Operations,Performance Management,Cat3,TypeB,5,29.19
a00P0000006KaEmIAK,Marketing,ABM,Cat1,TypeA,5,65.93
a00P0000006KaEnIAK,Development,Quality Assurance,Cat3,TypeA,3,58.78
